second,elapsed_s,timestamp,power_w,cum_energy_j,gpu_clock_mhz,gpu_temp_c,power_cap_w,target_ai,true_ai,achieved_ai,achieved_bw_gbs,achieved_tflops,perf_deg_pct,energy_saved_pct
1,1.0,2026-09-19 22:57:18,236.0,236.03,2070,83,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
2,2.0,2026-09-19 22:57:19,230.15,466.22,2070,83,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
3,3.0,2026-09-19 22:57:20,230.07,696.34,2085,83,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
4,4.0,2026-09-19 22:57:21,229.72,926.12,2085,83,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
5,5.0,2026-09-19 22:57:22,229.73,1155.91,2085,83,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
6,6.0,2026-09-19 22:57:23,229.7,1385.66,2085,83,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
7,7.0,2026-09-19 22:57:24,229.53,1615.24,2085,83,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
8,8.0,2026-09-19 22:57:25,229.53,1844.83,2085,83,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
9,9.0,2026-09-19 22:57:26,229.56,2074.43,2085,83,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
10,10.0,2026-09-19 22:57:27,229.55,2304.03,2100,83,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
11,11.0,2026-09-19 22:57:28,229.88,2533.96,2085,83,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
12,12.0,2026-09-19 22:57:29,229.78,2763.79,2085,83,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
13,13.0,2026-09-19 22:57:30,229.56,2993.39,2085,83,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
14,14.0,2026-09-19 22:57:31,229.47,3222.92,2085,83,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
15,15.0,2026-09-19 22:57:32,229.64,3452.61,2100,83,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
16,16.0,2026-09-19 22:57:33,229.66,3682.32,2085,83,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
17,17.0,2026-09-19 22:57:34,229.74,3912.12,2100,83,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
18,18.0,2026-09-19 22:57:35,229.7,4141.88,2100,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
19,19.0,2026-09-19 22:57:36,229.86,4371.78,2100,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
20,20.0,2026-09-19 22:57:37,229.91,4601.73,2100,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
21,21.0,2026-09-19 22:57:38,229.58,4831.36,2100,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
22,22.0,2026-09-19 22:57:39,229.7,5061.13,2100,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
23,23.01,2026-09-19 22:57:40,229.64,5290.84,2100,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
24,24.01,2026-09-19 22:57:41,229.79,5520.68,2100,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
25,25.01,2026-09-19 22:57:42,229.79,5750.52,2100,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
26,26.01,2026-09-19 22:57:43,229.96,5980.53,2100,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
27,27.01,2026-09-19 22:57:44,229.74,6210.32,2100,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
28,28.01,2026-09-19 22:57:45,229.64,6440.0,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
29,29.01,2026-09-19 22:57:46,229.74,6669.79,2100,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
30,30.01,2026-09-19 22:57:47,229.74,6899.59,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
31,31.01,2026-09-19 22:57:48,229.54,7129.17,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
32,32.01,2026-09-19 22:57:49,229.71,7358.94,2100,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
33,33.01,2026-09-19 22:57:50,229.69,7588.67,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
34,34.01,2026-09-19 22:57:51,229.55,7818.26,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
35,35.01,2026-09-19 22:57:52,229.56,8047.87,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
36,36.01,2026-09-19 22:57:53,229.75,8277.67,2100,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
37,37.01,2026-09-19 22:57:54,229.52,8507.24,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
38,38.01,2026-09-19 22:57:55,229.55,8736.84,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
39,39.01,2026-09-19 22:57:56,229.58,8966.46,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
40,40.01,2026-09-19 22:57:57,229.55,9196.05,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
41,41.01,2026-09-19 22:57:58,229.72,9425.83,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
42,42.01,2026-09-19 22:57:59,229.59,9655.46,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
43,43.01,2026-09-19 22:58:00,229.58,9885.09,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
44,44.01,2026-09-19 22:58:01,229.54,10114.68,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
45,45.01,2026-09-19 22:58:02,229.56,10344.29,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
46,46.01,2026-09-19 22:58:03,229.58,10573.93,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
47,47.01,2026-09-19 22:58:04,229.76,10803.76,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
48,48.01,2026-09-19 22:58:05,229.61,11033.41,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
49,49.01,2026-09-19 22:58:06,229.57,11263.05,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
50,50.01,2026-09-19 22:58:07,229.74,11492.84,2100,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
51,51.01,2026-09-19 22:58:08,229.88,11722.76,2100,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
52,52.01,2026-09-19 22:58:09,229.93,11952.73,2100,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
53,53.01,2026-09-19 22:58:10,229.71,12182.5,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
54,54.01,2026-09-19 22:58:11,229.49,12412.02,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
55,55.01,2026-09-19 22:58:12,229.46,12641.53,2085,84,230,80.0,80.0,80.0,481.59,38.53,3.73,4.43
