second,elapsed_s,timestamp,power_w,cum_energy_j,gpu_clock_mhz,gpu_temp_c,power_cap_w,target_ai,true_ai,achieved_ai,achieved_bw_gbs,achieved_tflops,perf_deg_pct,energy_saved_pct
1,1.0,2026-09-20 09:44:46,189.45,189.48,2175,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
2,2.0,2026-09-20 09:44:47,180.16,369.7,2175,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
3,3.0,2026-09-20 09:44:48,179.94,549.67,2175,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
4,4.0,2026-09-20 09:44:49,180.16,729.88,2160,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
5,5.0,2026-09-20 09:44:50,180.23,910.17,2160,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
6,6.0,2026-09-20 09:44:51,179.86,1090.11,2175,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
7,7.0,2026-09-20 09:44:52,180.03,1270.19,2175,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
8,8.0,2026-09-20 09:44:53,179.75,1450.0,2145,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
9,9.0,2026-09-20 09:44:54,179.29,1629.36,2145,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
10,10.0,2026-09-20 09:44:55,179.45,1808.88,2145,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
11,11.0,2026-09-20 09:44:56,179.25,1988.2,2145,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
12,12.0,2026-09-20 09:44:57,179.22,2167.47,2145,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
13,13.0,2026-09-20 09:44:58,179.44,2346.96,2160,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
14,14.0,2026-09-20 09:44:59,179.97,2526.97,2145,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
15,15.0,2026-09-20 09:45:00,179.73,2706.76,2145,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
16,16.0,2026-09-20 09:45:01,179.92,2886.74,2145,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
17,17.01,2026-09-20 09:45:02,179.55,3066.34,2145,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
18,18.01,2026-09-20 09:45:03,179.43,3245.84,2160,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
19,19.01,2026-09-20 09:45:04,179.76,3425.63,2160,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
20,20.01,2026-09-20 09:45:05,180.11,3605.8,2160,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
21,21.01,2026-09-20 09:45:06,180.0,3785.84,2175,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
22,22.01,2026-09-20 09:45:07,180.18,3966.08,2160,75,180,0.0,0.0,0.0,2482.03,0.0,9.93,20.38
