second,elapsed_s,timestamp,power_w,cum_energy_j,gpu_clock_mhz,gpu_temp_c,power_cap_w,target_ai,true_ai,achieved_ai,achieved_bw_gbs,achieved_tflops,perf_deg_pct,energy_saved_pct
1,1.0,2026-09-20 07:19:52,155.92,155.95,750,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
2,2.0,2026-09-20 07:19:53,149.58,305.57,765,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
3,3.0,2026-09-20 07:19:54,149.68,455.28,765,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
4,4.0,2026-09-20 07:19:55,149.74,605.04,780,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
5,5.0,2026-09-20 07:19:56,149.74,754.81,780,72,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
6,6.0,2026-09-20 07:19:57,149.79,904.63,780,72,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
7,7.0,2026-09-20 07:19:58,149.8,1054.45,780,72,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
8,8.0,2026-09-20 07:19:59,149.78,1204.26,795,72,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
9,9.0,2026-09-20 07:20:00,149.9,1354.2,795,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
10,10.0,2026-09-20 07:20:01,149.91,1504.16,795,72,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
11,11.0,2026-09-20 07:20:02,149.92,1654.11,795,72,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
12,12.0,2026-09-20 07:20:03,149.95,1804.09,795,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
13,13.0,2026-09-20 07:20:04,149.61,1953.73,990,72,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
14,14.0,2026-09-20 07:20:05,150.35,2104.11,810,72,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
15,15.0,2026-09-20 07:20:06,150.11,2254.24,780,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
16,16.0,2026-09-20 07:20:07,149.96,2404.23,795,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
17,17.0,2026-09-20 07:20:08,150.02,2554.27,795,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
18,18.0,2026-09-20 07:20:09,150.01,2704.33,795,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
19,19.0,2026-09-20 07:20:10,150.03,2854.4,795,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
20,20.0,2026-09-20 07:20:11,149.99,3004.42,795,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
21,21.0,2026-09-20 07:20:12,150.04,3154.49,795,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
22,22.0,2026-09-20 07:20:13,150.05,3304.56,795,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
23,23.0,2026-09-20 07:20:14,149.97,3454.57,795,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
24,24.01,2026-09-20 07:20:15,149.98,3604.59,795,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
25,25.01,2026-09-20 07:20:16,149.94,3754.56,795,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
26,26.01,2026-09-20 07:20:17,150.05,3904.65,795,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
27,27.01,2026-09-20 07:20:18,150.04,4054.74,780,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
28,28.01,2026-09-20 07:20:19,150.03,4204.8,795,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
29,29.01,2026-09-20 07:20:20,150.04,4354.86,795,71,150,110.0,110.0,110.0,147.84,16.26,117.46,-31.15
