second,elapsed_s,timestamp,power_w,cum_energy_j,gpu_clock_mhz,gpu_temp_c,power_cap_w,target_ai,true_ai,achieved_ai,achieved_bw_gbs,achieved_tflops,perf_deg_pct,energy_saved_pct
1,1.0,2026-09-19 03:25:02,228.51,228.54,2535,71,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
2,2.0,2026-09-19 03:25:03,249.77,478.37,2505,72,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
3,3.0,2026-09-19 03:25:04,250.22,728.64,2490,73,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
4,4.0,2026-09-19 03:25:05,250.12,978.84,2475,74,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
5,5.0,2026-09-19 03:25:06,250.09,1228.96,2475,75,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
6,6.0,2026-09-19 03:25:07,249.84,1478.88,2475,75,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
7,7.0,2026-09-19 03:25:08,249.88,1728.83,2475,76,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
8,8.0,2026-09-19 03:25:09,249.72,1978.61,2475,77,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
9,9.0,2026-09-19 03:25:10,250.19,2228.88,2475,77,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
10,10.0,2026-09-19 03:25:11,249.98,2478.9,2490,78,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
11,11.0,2026-09-19 03:25:12,250.09,2729.05,2475,78,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
12,12.0,2026-09-19 03:25:13,250.3,2979.42,2460,78,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
13,13.0,2026-09-19 03:25:14,249.85,3229.33,2460,79,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
14,14.0,2026-09-19 03:25:15,249.36,3478.75,2460,79,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
15,15.0,2026-09-19 03:25:16,249.07,3727.9,2460,79,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
16,16.0,2026-09-19 03:25:17,249.03,3976.99,2445,79,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
17,17.0,2026-09-19 03:25:18,248.43,4225.46,2460,80,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
18,18.0,2026-09-19 03:25:19,248.8,4474.33,2460,80,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
19,19.0,2026-09-19 03:25:20,249.17,4723.58,2460,80,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
20,20.0,2026-09-19 03:25:21,249.38,4973.02,2460,81,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
21,21.01,2026-09-19 03:25:22,249.14,5222.24,2460,81,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
22,22.01,2026-09-19 03:25:23,249.65,5471.95,2460,81,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
23,23.01,2026-09-19 03:25:24,249.49,5721.48,2445,81,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
24,24.01,2026-09-19 03:25:25,249.5,5971.03,2445,81,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
25,25.01,2026-09-19 03:25:26,249.44,6220.55,2445,82,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
26,26.01,2026-09-19 03:25:27,249.35,6469.95,2445,82,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
27,27.01,2026-09-19 03:25:28,249.48,6719.5,2445,82,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
28,28.01,2026-09-19 03:25:29,249.5,6969.07,2445,82,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
29,29.01,2026-09-19 03:25:30,249.33,7218.46,2445,82,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
30,30.01,2026-09-19 03:25:31,249.46,7467.97,2445,82,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
31,31.01,2026-09-19 03:25:32,249.54,7717.58,2445,83,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
32,32.01,2026-09-19 03:25:33,249.59,7967.24,2445,83,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
33,33.01,2026-09-19 03:25:34,249.58,8216.87,2445,83,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
34,34.01,2026-09-19 03:25:35,249.41,8466.33,2445,83,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
35,35.01,2026-09-19 03:25:36,249.65,8716.04,2445,83,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
36,36.01,2026-09-19 03:25:37,249.56,8965.67,2445,83,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
37,37.01,2026-09-19 03:25:38,249.42,9215.14,2445,83,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
38,38.01,2026-09-19 03:25:39,249.7,9464.92,2445,83,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
39,39.01,2026-09-19 03:25:40,249.78,9714.78,2445,83,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
40,40.01,2026-09-19 03:25:41,250.04,9964.87,2430,84,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
41,41.01,2026-09-19 03:25:42,249.44,10214.4,2445,84,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
42,42.01,2026-09-19 03:25:43,249.5,10463.95,2445,84,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
43,43.01,2026-09-19 03:25:44,249.68,10713.68,2445,84,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
44,44.01,2026-09-19 03:25:45,249.5,10963.23,2445,84,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
45,45.01,2026-09-19 03:25:46,249.2,11212.48,2445,84,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
46,46.01,2026-09-19 03:25:47,249.34,11461.87,2445,84,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
47,47.01,2026-09-19 03:25:48,249.62,11711.55,2445,84,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
48,48.01,2026-09-19 03:25:49,249.44,11961.05,2445,84,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
49,49.01,2026-09-19 03:25:50,249.55,12210.65,2445,84,250,0.0,0.0,0.0,2730.52,0.0,0.0,0.0
