second,elapsed_s,timestamp,power_w,cum_energy_j,gpu_clock_mhz,gpu_temp_c,power_cap_w,target_ai,true_ai,achieved_ai,achieved_bw_gbs,achieved_tflops,perf_deg_pct,energy_saved_pct
1,1.0,2026-09-18 17:22:24,169.56,169.89,2670,58,250,0.0,0.0,0.0,476.21,0.0,0.0,0.0
2,2.0,2026-09-18 17:22:25,198.93,368.86,2670,59,250,0.0,0.0,0.0,476.21,0.0,0.0,0.0
3,3.0,2026-09-18 17:22:26,199.71,568.62,2670,60,250,0.0,0.0,0.0,476.21,0.0,0.0,0.0
4,4.0,2026-09-18 17:22:27,200.28,768.95,2670,60,250,0.0,0.0,0.0,476.21,0.0,0.0,0.0
5,5.0,2026-09-18 17:22:28,200.45,969.43,2670,61,250,0.0,0.0,0.0,476.21,0.0,0.0,0.0
6,6.0,2026-09-18 17:22:29,200.91,1170.4,2670,61,250,0.0,0.0,0.0,476.21,0.0,0.0,0.0
7,7.0,2026-09-18 17:22:30,201.63,1372.06,2670,62,250,0.0,0.0,0.0,476.21,0.0,0.0,0.0
8,8.0,2026-09-18 17:22:31,201.88,1573.98,2670,62,250,0.0,0.0,0.0,476.21,0.0,0.0,0.0
9,9.0,2026-09-18 17:22:32,202.04,1776.07,2670,63,250,0.0,0.0,0.0,476.21,0.0,0.0,0.0
10,10.0,2026-09-18 17:22:33,202.55,1978.66,2670,63,250,0.0,0.0,0.0,476.21,0.0,0.0,0.0
11,11.0,2026-09-18 17:22:34,203.38,2182.1,2670,64,250,0.0,0.0,0.0,476.21,0.0,0.0,0.0
12,12.0,2026-09-18 17:22:35,203.46,2385.62,2670,64,250,0.0,0.0,0.0,476.21,0.0,0.0,0.0
13,13.0,2026-09-18 17:22:36,203.69,2589.35,2670,65,250,0.0,0.0,0.0,476.21,0.0,0.0,0.0
14,14.0,2026-09-18 17:22:37,203.96,2793.36,2670,65,250,0.0,0.0,0.0,476.21,0.0,0.0,0.0
