second,elapsed_s,timestamp,power_w,cum_energy_j,gpu_clock_mhz,gpu_temp_c,power_cap_w,target_ai,true_ai,achieved_ai,achieved_bw_gbs,achieved_tflops,perf_deg_pct,energy_saved_pct
1,1.0,2026-09-19 12:45:37,128.49,128.5,585,69,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
2,2.0,2026-09-19 12:45:38,130.26,258.79,570,69,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
3,3.0,2026-09-19 12:45:39,130.25,389.06,555,69,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
4,4.0,2026-09-19 12:45:40,130.25,519.34,540,69,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
5,5.0,2026-09-19 12:45:41,130.13,649.5,540,69,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
6,6.0,2026-09-19 12:45:42,130.04,779.56,540,69,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
7,7.0,2026-09-19 12:45:43,129.99,909.58,540,69,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
8,8.0,2026-09-19 12:45:44,130.05,1039.66,525,69,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
9,9.0,2026-09-19 12:45:45,129.99,1169.67,525,69,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
10,10.0,2026-09-19 12:45:46,129.9,1299.6,525,69,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
11,11.0,2026-09-19 12:45:47,129.81,1429.43,540,69,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
12,12.0,2026-09-19 12:45:48,129.83,1559.29,525,69,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
13,13.0,2026-09-19 12:45:49,129.91,1689.23,540,68,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
14,14.0,2026-09-19 12:45:50,129.93,1819.18,540,68,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
15,15.0,2026-09-19 12:45:51,130.05,1949.25,540,68,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
16,16.0,2026-09-19 12:45:52,129.95,2079.24,540,68,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
17,17.0,2026-09-19 12:45:53,129.9,2209.16,540,68,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
18,18.0,2026-09-19 12:45:54,129.92,2339.11,540,68,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
19,19.0,2026-09-19 12:45:55,130.02,2469.15,540,68,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
20,20.0,2026-09-19 12:45:56,130.06,2599.24,540,68,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
21,21.0,2026-09-19 12:45:57,130.01,2729.27,540,68,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
22,22.0,2026-09-19 12:45:58,130.01,2859.31,540,68,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
23,23.0,2026-09-19 12:45:59,130.03,2989.36,540,68,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
24,24.0,2026-09-19 12:46:00,129.99,3119.38,540,68,130,70.0,70.0,70.0,147.52,10.33,201.94,-58.23
