second,elapsed_s,timestamp,power_w,cum_energy_j,gpu_clock_mhz,gpu_temp_c,power_cap_w,target_ai,true_ai,achieved_ai,achieved_bw_gbs,achieved_tflops,perf_deg_pct,energy_saved_pct
1,1.0,2026-09-19 12:25:30,217.24,217.29,1200,78,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
2,2.0,2026-09-19 12:25:31,209.52,426.85,1230,78,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
3,3.0,2026-09-19 12:25:32,209.64,636.57,1230,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
4,4.0,2026-09-19 12:25:33,209.78,846.38,1230,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
5,5.0,2026-09-19 12:25:34,209.83,1056.27,1230,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
6,6.0,2026-09-19 12:25:35,209.6,1265.92,1260,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
7,7.0,2026-09-19 12:25:36,209.51,1475.47,1245,78,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
8,8.0,2026-09-19 12:25:37,209.64,1685.17,1230,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
9,9.0,2026-09-19 12:25:38,209.81,1895.04,1245,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
10,10.0,2026-09-19 12:25:39,209.86,2104.95,1260,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
11,11.0,2026-09-19 12:25:40,209.94,2314.92,1245,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
12,12.0,2026-09-19 12:25:41,209.99,2524.99,1245,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
13,13.0,2026-09-19 12:25:42,210.0,2735.03,1260,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
14,14.0,2026-09-19 12:25:43,210.04,2945.13,1260,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
15,15.0,2026-09-19 12:25:44,210.07,3155.26,1275,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
16,16.0,2026-09-19 12:25:45,210.07,3365.36,1290,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
17,17.0,2026-09-19 12:25:46,210.16,3575.56,1290,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
18,18.0,2026-09-19 12:25:47,210.22,3785.82,1290,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
19,19.0,2026-09-19 12:25:48,210.32,3996.2,1275,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
20,20.0,2026-09-19 12:25:49,210.39,4206.63,1290,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
21,21.0,2026-09-19 12:25:50,210.38,4417.05,1290,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
22,22.01,2026-09-19 12:25:51,210.34,4627.43,1290,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
23,23.01,2026-09-19 12:25:52,210.38,4837.84,1290,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
24,24.01,2026-09-19 12:25:53,210.39,5048.29,1275,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
25,25.01,2026-09-19 12:25:54,210.37,5258.7,1275,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
26,26.01,2026-09-19 12:25:55,210.35,5469.11,1275,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
27,27.01,2026-09-19 12:25:56,210.35,5679.51,1275,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
28,28.01,2026-09-19 12:25:57,210.29,5889.87,1275,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
29,29.01,2026-09-19 12:25:58,210.33,6100.24,1260,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
30,30.01,2026-09-19 12:25:59,210.31,6310.59,1245,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
31,31.01,2026-09-19 12:26:00,210.18,6520.83,1245,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
32,32.01,2026-09-19 12:26:01,210.07,6730.96,1245,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
33,33.01,2026-09-19 12:26:02,209.97,6941.01,1245,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
34,34.01,2026-09-19 12:26:03,210.02,7151.08,1230,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
35,35.01,2026-09-19 12:26:04,209.92,7361.08,1230,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
36,36.01,2026-09-19 12:26:05,209.91,7571.05,1245,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
37,37.01,2026-09-19 12:26:06,209.93,7781.01,1245,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
38,38.01,2026-09-19 12:26:07,209.97,7991.01,1245,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
39,39.01,2026-09-19 12:26:08,209.94,8201.0,1245,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
40,40.01,2026-09-19 12:26:09,209.93,8411.0,1260,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
41,41.01,2026-09-19 12:26:10,209.97,8621.03,1260,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
42,42.01,2026-09-19 12:26:11,210.01,8831.08,1260,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
43,43.01,2026-09-19 12:26:12,210.0,9041.12,1275,79,210,70.0,70.0,70.0,343.1,24.02,29.82,-9.62
