regime,target_ai,kernel_fma,true_ai,achieved_ai,power_cap_w,runtime_s,avg_power_w,peak_power_w,avg_clock_mhz,avg_temp_c,total_energy_j,perf_deg_pct,energy_saved_j,energy_saved_pct,achieved_bw_gbs,achieved_tflops
DRAM,0.0,0,0.0,0.0,250,78.2031015625,212.26594936708858,219.995,2655.9493670886077,74.44303797468355,16599.85559661491,0.0,0.0,0.0,476.92429561433994,0.0
DRAM,0.0,0,0.0,0.0,240,78.198703125,218.31635443037973,221.794,2647.5949367088606,79.17721518987342,17072.055787433543,-0.005624377310009532,-472.2001908186321,-2.844604207972294,476.9511211449775,0.0
DRAM,0.0,0,0.0,0.0,230,78.18259375,219.46445569620258,222.531,2642.6582278481014,79.77215189873418,17158.300382261077,-0.026223784083057033,-558.4447856461666,-3.364154479512739,477.0493960179212,0.0
DRAM,0.0,0,0.0,0.0,220,78.1541875,217.99684810126587,219.9,2634.6835443037976,79.86075949367088,17037.366540915355,-0.0625474712929397,-437.51094430044395,-2.635631025547369,477.22278639966663,0.0
DRAM,0.0,0,0.0,0.0,210,78.203328125,208.10115189873414,210.033,2606.5822784810125,78.10126582278481,16274.202665127174,0.0002897103765331366,325.6529314877371,1.9617817130538482,476.92291391917024,0.0
DRAM,0.0,0,0.0,0.0,200,78.184296875,198.35578481012658,200.668,2568.227848101266,76.17721518987342,15508.307566468553,-0.024045961252527892,1091.5480301463576,6.575647744604171,477.0390042284562,0.0
DRAM,0.0,0,0.0,0.0,190,78.219734375,188.86856962025314,194.782,2504.8101265822784,74.9746835443038,14773.249347482395,0.021268737642987645,1826.6062491325156,11.003747824800369,476.82288140667185,0.0
DRAM,0.0,0,0.0,0.0,180,78.202375,178.69398734177213,185.076,2433.4177215189875,73.0126582278481,13974.294208346519,-0.0009290712075005203,2625.561388268392,15.816772459176114,476.92872662181935,0.0
DRAM,0.0,0,0.0,0.0,170,78.223,168.99911392405062,174.745,2351.3924050632913,71.9746835443038,13219.617688481012,0.025444563070298187,3380.2379081338986,20.363056102868786,476.80297518059905,0.0
DRAM,0.0,0,0.0,0.0,160,78.1916796875,158.89678481012652,160.397,2237.8481012658226,70.16455696202532,12424.406501247027,-0.014605398982636686,4175.449095367883,25.153526613926402,476.9939624856841,0.0
