second,elapsed_s,timestamp,power_w,cum_energy_j,gpu_clock_mhz,gpu_temp_c,power_cap_w,target_ai,true_ai,achieved_ai,achieved_bw_gbs,achieved_tflops,perf_deg_pct,energy_saved_pct
1,1.0,2026-09-19 23:49:10,144.51,144.54,1740,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
2,2.0,2026-09-19 23:49:11,143.86,288.44,1905,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
3,3.0,2026-09-19 23:49:12,144.34,432.81,1800,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
4,4.0,2026-09-19 23:49:13,144.12,576.95,1800,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
5,5.0,2026-09-19 23:49:14,144.17,721.15,1860,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
6,6.0,2026-09-19 23:49:15,144.19,865.38,1815,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
7,7.0,2026-09-19 23:49:16,144.08,1009.49,1785,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
8,8.0,2026-09-19 23:49:17,144.49,1154.01,1800,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
9,9.0,2026-09-19 23:49:18,144.2,1298.24,1785,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
10,10.0,2026-09-19 23:49:19,144.21,1442.47,1725,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
11,11.0,2026-09-19 23:49:20,144.27,1586.78,1725,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
12,12.0,2026-09-19 23:49:21,144.44,1731.25,1755,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
13,13.0,2026-09-19 23:49:22,144.5,1875.78,1725,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
14,14.0,2026-09-19 23:49:23,144.51,2020.31,1725,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
15,15.0,2026-09-19 23:49:24,144.13,2164.48,1755,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
16,16.0,2026-09-19 23:49:25,144.49,2309.0,1725,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
17,17.0,2026-09-19 23:49:26,144.37,2453.42,1785,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
18,18.0,2026-09-19 23:49:27,144.0,2597.45,1695,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
19,19.0,2026-09-19 23:49:28,144.25,2741.74,1815,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
20,20.0,2026-09-19 23:49:29,143.92,2885.69,1725,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
21,21.0,2026-09-19 23:49:30,144.14,3029.87,1755,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
22,22.0,2026-09-19 23:49:31,144.07,3173.97,1785,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
23,23.01,2026-09-19 23:49:32,144.28,3318.29,1785,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
24,24.01,2026-09-19 23:49:33,144.35,3462.67,1815,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
25,25.01,2026-09-19 23:49:34,144.68,3607.39,1785,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
26,26.01,2026-09-19 23:49:35,144.1,3751.52,1725,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
27,27.01,2026-09-19 23:49:36,144.43,3895.98,1725,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
28,28.01,2026-09-19 23:49:37,144.49,4040.49,1785,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
29,29.01,2026-09-19 23:49:38,144.54,4185.05,1830,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
30,30.01,2026-09-19 23:49:39,144.7,4329.79,1815,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
31,31.01,2026-09-19 23:49:40,144.74,4474.58,1785,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
32,32.01,2026-09-19 23:49:41,144.34,4618.95,1785,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
33,33.01,2026-09-19 23:49:42,144.18,4763.16,1785,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
34,34.01,2026-09-19 23:49:43,144.2,4907.39,1755,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
35,35.01,2026-09-19 23:49:44,143.95,5051.36,1755,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
36,36.01,2026-09-19 23:49:45,144.28,5195.67,1800,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
37,37.01,2026-09-19 23:49:46,144.48,5340.18,1755,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
38,38.01,2026-09-19 23:49:47,143.88,5484.08,1710,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
39,39.01,2026-09-19 23:49:48,144.26,5628.37,1785,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
40,40.01,2026-09-19 23:49:49,144.62,5773.02,1785,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
41,41.01,2026-09-19 23:49:50,144.3,5917.37,1755,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
42,42.01,2026-09-19 23:49:51,144.38,6061.77,1740,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
43,43.01,2026-09-19 23:49:52,144.52,6206.32,1785,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
44,44.01,2026-09-19 23:49:53,144.19,6350.54,1785,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
45,45.01,2026-09-19 23:49:54,144.46,6495.04,1770,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
46,46.01,2026-09-19 23:49:55,144.81,6639.88,1845,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
47,47.01,2026-09-19 23:49:56,144.67,6784.58,1770,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
48,48.01,2026-09-19 23:49:57,144.47,6929.09,1710,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
49,49.01,2026-09-19 23:49:58,144.13,7073.25,1770,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
50,50.01,2026-09-19 23:49:59,144.33,7217.61,1740,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
51,51.01,2026-09-19 23:50:00,144.17,7361.82,1770,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
52,52.01,2026-09-19 23:50:01,144.32,7506.18,1710,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
53,53.01,2026-09-19 23:50:02,144.54,7650.76,1815,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
54,54.01,2026-09-19 23:50:03,144.32,7795.12,1815,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
55,55.01,2026-09-19 23:50:04,144.0,7939.17,1755,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
56,56.01,2026-09-19 23:50:05,144.26,8083.47,1740,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
57,57.01,2026-09-19 23:50:06,144.4,8227.9,1815,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
58,58.01,2026-09-19 23:50:07,144.12,8372.04,1710,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
59,59.01,2026-09-19 23:50:08,144.27,8516.33,1830,70,100,0.0,0.0,0.0,476.08,0.0,0.18,32.28
