second,elapsed_s,timestamp,power_w,cum_energy_j,gpu_clock_mhz,gpu_temp_c,power_cap_w,target_ai,true_ai,achieved_ai,achieved_bw_gbs,achieved_tflops,perf_deg_pct,energy_saved_pct
1,1.0,2026-09-19 08:51:58,196.06,196.09,2370,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
2,2.0,2026-09-19 08:51:59,190.43,386.57,2340,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
3,3.0,2026-09-19 08:52:00,190.22,576.84,2310,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
4,4.0,2026-09-19 08:52:01,190.04,766.92,2295,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
5,5.0,2026-09-19 08:52:02,189.61,956.57,2325,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
6,6.0,2026-09-19 08:52:03,189.75,1146.36,2325,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
7,7.0,2026-09-19 08:52:04,189.75,1336.15,2325,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
8,8.0,2026-09-19 08:52:05,189.96,1526.15,2310,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
9,9.0,2026-09-19 08:52:06,189.86,1716.04,2310,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
10,10.0,2026-09-19 08:52:07,189.99,1906.08,2310,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
11,11.0,2026-09-19 08:52:08,189.97,2096.1,2295,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
12,12.0,2026-09-19 08:52:09,189.94,2286.09,2280,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
13,13.0,2026-09-19 08:52:10,189.92,2476.06,2295,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
14,14.0,2026-09-19 08:52:11,189.88,2665.97,2310,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
15,15.0,2026-09-19 08:52:12,189.88,2855.89,2310,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
16,16.0,2026-09-19 08:52:13,189.93,3045.86,2310,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
17,17.0,2026-09-19 08:52:14,189.86,3235.78,2310,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
18,18.0,2026-09-19 08:52:15,189.92,3425.74,2310,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
19,19.0,2026-09-19 08:52:16,189.81,3615.6,2310,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
20,20.0,2026-09-19 08:52:17,189.85,3805.48,2310,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
21,21.0,2026-09-19 08:52:18,189.85,3995.37,2310,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
22,22.0,2026-09-19 08:52:19,189.92,4185.33,2295,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
23,23.01,2026-09-19 08:52:20,189.84,4375.21,2295,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
24,24.01,2026-09-19 08:52:21,189.84,4565.08,2310,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
25,25.01,2026-09-19 08:52:22,189.86,4754.98,2310,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
26,26.01,2026-09-19 08:52:23,189.89,4944.93,2310,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
27,27.01,2026-09-19 08:52:24,189.86,5134.83,2325,74,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
28,28.01,2026-09-19 08:52:25,189.79,5324.67,2325,75,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
29,29.01,2026-09-19 08:52:26,189.86,5514.58,2325,74,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
30,30.01,2026-09-19 08:52:27,189.85,5704.49,2310,74,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
31,31.01,2026-09-19 08:52:28,189.77,5894.29,2325,74,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
32,32.01,2026-09-19 08:52:29,189.85,6084.2,2325,74,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
33,33.01,2026-09-19 08:52:30,189.91,6274.16,2295,74,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
34,34.01,2026-09-19 08:52:31,189.87,6464.08,2295,74,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
35,35.01,2026-09-19 08:52:32,189.85,6653.99,2310,74,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
36,36.01,2026-09-19 08:52:33,189.89,6843.91,2310,74,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
37,37.01,2026-09-19 08:52:34,189.87,7033.83,2295,74,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
38,38.01,2026-09-19 08:52:35,189.91,7223.79,2310,74,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
39,39.01,2026-09-19 08:52:36,189.89,7413.72,2310,74,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
40,40.01,2026-09-19 08:52:37,189.91,7603.69,2310,74,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
41,41.01,2026-09-19 08:52:38,189.88,7793.63,2310,74,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
42,42.01,2026-09-19 08:52:39,189.88,7983.56,2310,74,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
43,43.01,2026-09-19 08:52:40,189.87,8173.49,2310,74,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
44,44.01,2026-09-19 08:52:41,189.9,8363.44,2295,74,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
45,45.01,2026-09-19 08:52:42,189.72,8553.19,2325,74,190,10.0,10.0,10.0,470.89,4.71,0.19,23.37
