second,elapsed_s,timestamp,power_w,cum_energy_j,gpu_clock_mhz,gpu_temp_c,power_cap_w,target_ai,true_ai,achieved_ai,achieved_bw_gbs,achieved_tflops,perf_deg_pct,energy_saved_pct
1,1.0,2026-09-20 04:25:08,198.75,198.77,1230,77,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
2,2.0,2026-09-20 04:25:09,190.64,389.46,1155,77,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
3,3.0,2026-09-20 04:25:10,190.35,579.86,1155,77,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
4,4.0,2026-09-20 04:25:11,190.21,770.11,1155,77,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
5,5.0,2026-09-20 04:25:12,190.18,960.34,1155,77,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
6,6.0,2026-09-20 04:25:13,190.17,1150.55,1140,77,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
7,7.0,2026-09-20 04:25:14,190.11,1340.71,1140,77,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
8,8.0,2026-09-20 04:25:15,190.13,1530.88,1140,77,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
9,9.0,2026-09-20 04:25:16,190.06,1720.97,1140,77,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
10,10.0,2026-09-20 04:25:17,190.09,1911.1,1140,77,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
11,11.0,2026-09-20 04:25:18,190.09,2101.24,1125,77,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
12,12.0,2026-09-20 04:25:19,190.05,2291.32,1140,76,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
13,13.0,2026-09-20 04:25:20,190.02,2481.38,1140,76,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
14,14.0,2026-09-20 04:25:21,190.01,2671.44,1140,76,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
15,15.0,2026-09-20 04:25:22,190.04,2861.53,1140,76,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
16,16.0,2026-09-20 04:25:23,190.06,3051.62,1140,76,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
17,17.0,2026-09-20 04:25:24,190.08,3241.77,1140,76,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
18,18.0,2026-09-20 04:25:25,190.07,3431.93,1140,76,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
19,19.0,2026-09-20 04:25:26,190.05,3622.04,1155,76,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
20,20.0,2026-09-20 04:25:27,190.09,3812.17,1155,76,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
21,21.01,2026-09-20 04:25:28,190.16,4002.38,1155,76,190,80.0,80.0,80.0,274.56,21.96,49.59,-14.21
