second,elapsed_s,timestamp,power_w,cum_energy_j,gpu_clock_mhz,gpu_temp_c,power_cap_w,target_ai,true_ai,achieved_ai,achieved_bw_gbs,achieved_tflops,perf_deg_pct,energy_saved_pct
1,1.0,2026-09-19 21:24:40,175.0,175.02,1440,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
2,2.0,2026-09-19 21:24:41,159.97,335.03,1455,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
3,3.0,2026-09-19 21:24:42,160.04,495.11,1455,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
4,4.0,2026-09-19 21:24:43,160.06,655.2,1455,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
5,5.0,2026-09-19 21:24:44,160.16,815.39,1455,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
6,6.0,2026-09-19 21:24:45,160.13,975.56,1470,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
7,7.0,2026-09-19 21:24:46,160.18,1135.78,1470,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
8,8.0,2026-09-19 21:24:47,160.2,1296.02,1470,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
9,9.0,2026-09-19 21:24:48,160.19,1456.24,1470,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
10,10.0,2026-09-19 21:24:49,160.2,1616.48,1485,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
11,11.0,2026-09-19 21:24:50,160.21,1776.72,1470,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
12,12.0,2026-09-19 21:24:51,160.25,1937.02,1470,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
13,13.0,2026-09-19 21:24:52,160.2,2097.25,1485,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
14,14.0,2026-09-19 21:24:53,160.21,2257.49,1485,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
15,15.0,2026-09-19 21:24:54,160.24,2417.76,1485,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
16,16.0,2026-09-19 21:24:55,160.23,2578.02,1485,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
17,17.0,2026-09-19 21:24:56,160.24,2738.3,1485,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
18,18.0,2026-09-19 21:24:57,160.17,2898.49,1500,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
19,19.0,2026-09-19 21:24:58,160.16,3058.69,1500,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
20,20.0,2026-09-19 21:24:59,160.18,3218.91,1500,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
21,21.0,2026-09-19 21:25:00,160.18,3379.12,1500,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
22,22.0,2026-09-19 21:25:01,160.2,3539.36,1500,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
23,23.0,2026-09-19 21:25:02,160.22,3699.6,1500,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
24,24.01,2026-09-19 21:25:03,160.21,3859.86,1500,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
25,25.01,2026-09-19 21:25:04,160.18,4020.07,1500,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
26,26.01,2026-09-19 21:25:05,160.16,4180.26,1500,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
27,27.01,2026-09-19 21:25:06,160.15,4340.45,1500,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
28,28.01,2026-09-19 21:25:07,160.14,4500.62,1500,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
29,29.01,2026-09-19 21:25:08,160.09,4660.74,1500,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
30,30.01,2026-09-19 21:25:09,160.11,4820.88,1500,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
31,31.01,2026-09-19 21:25:10,160.14,4981.07,1500,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
32,32.01,2026-09-19 21:25:11,160.17,5141.27,1485,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
33,33.01,2026-09-19 21:25:12,160.14,5301.46,1485,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
34,34.01,2026-09-19 21:25:13,160.15,5461.63,1485,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
35,35.01,2026-09-19 21:25:14,160.14,5621.81,1485,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
36,36.01,2026-09-19 21:25:15,160.13,5781.97,1485,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
37,37.01,2026-09-19 21:25:16,160.1,5942.12,1485,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
38,38.01,2026-09-19 21:25:17,160.06,6102.23,1470,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
39,39.01,2026-09-19 21:25:18,160.06,6262.34,1485,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
40,40.01,2026-09-19 21:25:19,160.09,6422.47,1485,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
41,41.01,2026-09-19 21:25:20,160.18,6582.68,1470,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
42,42.01,2026-09-19 21:25:21,160.03,6742.76,1470,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
43,43.01,2026-09-19 21:25:22,160.02,6902.8,1470,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
44,44.01,2026-09-19 21:25:23,160.05,7062.9,1470,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
45,45.01,2026-09-19 21:25:24,160.0,7222.93,1485,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
46,46.01,2026-09-19 21:25:25,160.01,7382.98,1485,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
47,47.01,2026-09-19 21:25:26,160.02,7543.03,1485,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
48,48.01,2026-09-19 21:25:27,160.05,7703.1,1470,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
49,49.01,2026-09-19 21:25:28,160.0,7863.15,1470,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
50,50.01,2026-09-19 21:25:29,160.0,8023.17,1470,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
51,51.01,2026-09-19 21:25:30,159.98,8183.18,1470,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
52,52.01,2026-09-19 21:25:31,159.97,8343.18,1455,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
53,53.01,2026-09-19 21:25:32,159.92,8503.14,1455,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
54,54.01,2026-09-19 21:25:33,159.97,8663.16,1455,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
55,55.01,2026-09-19 21:25:34,159.96,8823.16,1455,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
56,56.01,2026-09-19 21:25:35,160.0,8983.2,1455,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
57,57.01,2026-09-19 21:25:36,159.92,9143.15,1455,74,160,50.0,50.0,50.0,509.16,25.46,43.37,7.54
