second,elapsed_s,timestamp,power_w,cum_energy_j,gpu_clock_mhz,gpu_temp_c,power_cap_w,target_ai,true_ai,achieved_ai,achieved_bw_gbs,achieved_tflops,perf_deg_pct,energy_saved_pct
1,1.0,2026-09-19 04:12:08,128.88,128.91,1050,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
2,2.0,2026-09-19 04:12:09,120.23,249.18,1005,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
3,3.0,2026-09-19 04:12:10,120.18,369.38,1005,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
4,4.0,2026-09-19 04:12:11,120.06,489.46,1005,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
5,5.0,2026-09-19 04:12:12,120.15,609.63,1005,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
6,6.0,2026-09-19 04:12:13,120.12,729.78,1005,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
7,7.0,2026-09-19 04:12:14,120.11,849.91,1005,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
8,8.0,2026-09-19 04:12:15,120.1,970.04,1005,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
9,9.0,2026-09-19 04:12:16,120.06,1090.13,1020,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
10,10.0,2026-09-19 04:12:17,120.1,1210.27,1005,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
11,11.0,2026-09-19 04:12:18,120.1,1330.4,1020,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
12,12.0,2026-09-19 04:12:19,120.1,1450.52,1020,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
13,13.0,2026-09-19 04:12:20,120.12,1570.66,1020,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
14,14.0,2026-09-19 04:12:21,120.19,1690.89,1020,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
15,15.0,2026-09-19 04:12:22,120.13,1811.05,1020,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
16,16.0,2026-09-19 04:12:23,120.1,1931.17,1020,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
17,17.0,2026-09-19 04:12:24,120.1,2051.29,1020,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
18,18.0,2026-09-19 04:12:25,120.08,2171.4,1020,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
19,19.0,2026-09-19 04:12:26,120.1,2291.53,1020,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
20,20.0,2026-09-19 04:12:27,120.06,2411.61,1020,68,120,10.0,10.0,10.0,864.24,8.64,103.95,1.2
