regime,target_ai,true_ai,achieved_ai,golden_cap_w,golden_runtime_s,golden_power_w,golden_energy_j,golden_deg_pct,golden_energy_saved_pct,achieved_bw_gbs,achieved_tflops,baseline_cap_w,baseline_runtime_s,baseline_power_w,baseline_energy_j,is_saturated
DRAM,0.0,0.0,0.0,100,80.3027421875,143.06818518518517,11488.767590159432,-0.06761811002570228,31.491816450799792,476.5285337986952,0.0,250,80.357078125,208.69250617283953,16769.920022632912,False
DRAM,10.0,10.0,10.0,150,82.4683203125,149.1517951807229,12300.29802014825,3.790680362466947,37.22370728465037,453.83344472681205,4.53833444726812,250,79.4563828125,246.59892499999995,19593.858585950973,False
DRAM,20.0,20.0,20.0,170,81.5505625,168.91501219512193,13775.114259206553,1.7935052478137425,30.472246613144243,460.0204776984095,9.20040955396819,250,80.11371875,247.30341975308644,19812.396616011963,False
DRAM,30.0,30.0,30.0,190,80.800046875,188.82743209876543,15257.265364866127,0.941573598031531,22.94424908366998,462.12067162987023,13.863620148896107,250,80.0463515625,247.36035802469135,19800.294181070312,False
DRAM,40.0,40.0,40.0,200,82.6536953125,198.71719277108437,16424.710304656535,3.0087969115878854,17.239683384232222,451.1137895086111,18.044551580344443,250,80.239453125,247.33616049382715,19846.11825606192,False
DRAM,50.0,50.0,50.00000000000001,220,80.720734375,218.48628395061732,17636.373291358606,0.6776377779358578,11.0539510003483,459.3423604660806,22.96711802330403,250,80.177421875,247.30365432098762,19828.16942372299,False
DRAM,60.0,60.0,60.0,240,80.562234375,238.5188024691358,19215.60766736285,-1.590344217344808,4.967932677150114,457.37387485779993,27.442432491467997,250,81.86415625,246.99613414634146,20220.130118902056,False
DRAM,70.0,70.0,70.0,250,81.405546875,247.43773170731703,20142.80386714367,0.0,0.0,443.60717925301697,31.05250254771119,250,81.405546875,247.43773170731703,20142.80386714367,True
DRAM,80.0,80.0,79.99999999999999,250,87.4557265625,247.63729545454544,21657.29959794975,0.0,0.0,412.9737214768337,33.03789771814669,250,87.4557265625,247.63729545454544,21657.29959794975,True
DRAM,90.0,90.0,90.00000000000001,250,98.484390625,247.97898989898988,24422.05970800505,0.0,0.0,372.4512187951206,33.52060969156086,250,98.484390625,247.97898989898988,24422.05970800505,True
DRAM,100.0,100.0,100.00000000000001,250,96.3672734375,248.0452371134021,23903.443189776743,0.0,0.0,347.3352797644571,34.733527976445714,250,96.3672734375,248.0452371134021,23903.443189776743,True
DRAM,110.0,110.0,110.00000000000003,250,96.958265625,248.1824536082474,24063.340260412693,0.0,0.0,322.21690342456554,35.443859376702214,250,96.958265625,248.1824536082474,24063.340260412693,True
DRAM,120.0,120.0,120.00000000000003,250,91.8301171875,247.8982391304348,22764.524349922725,0.0,0.0,305.6938954933314,36.683267459199776,250,91.8301171875,247.8982391304348,22764.524349922725,True
DRAM,130.0,130.0,130.0,250,90.87590625,247.72673626373629,22512.391660321773,0.0,0.0,289.4259208533835,37.62536971093986,250,90.87590625,247.72673626373629,22512.391660321773,True
