second,elapsed_s,timestamp,power_w,cum_energy_j,gpu_clock_mhz,gpu_temp_c,power_cap_w,target_ai,true_ai,achieved_ai,achieved_bw_gbs,achieved_tflops,perf_deg_pct,energy_saved_pct
1,1.0,2026-09-18 19:26:01,166.09,166.12,675,72,170,40.0,40.0,40.0,335.79,13.43,38.38,5.4
2,2.0,2026-09-18 19:26:02,169.96,336.13,810,72,170,40.0,40.0,40.0,335.79,13.43,38.38,5.4
3,3.0,2026-09-18 19:26:03,169.75,505.93,825,72,170,40.0,40.0,40.0,335.79,13.43,38.38,5.4
4,4.0,2026-09-18 19:26:04,169.8,675.76,810,72,170,40.0,40.0,40.0,335.79,13.43,38.38,5.4
5,5.0,2026-09-18 19:26:05,169.84,845.63,810,72,170,40.0,40.0,40.0,335.79,13.43,38.38,5.4
6,6.0,2026-09-18 19:26:06,169.85,1015.54,810,72,170,40.0,40.0,40.0,335.79,13.43,38.38,5.4
7,7.0,2026-09-18 19:26:07,169.88,1185.46,810,72,170,40.0,40.0,40.0,335.79,13.43,38.38,5.4
8,8.0,2026-09-18 19:26:08,169.85,1355.34,810,72,170,40.0,40.0,40.0,335.79,13.43,38.38,5.4
9,9.0,2026-09-18 19:26:09,169.91,1525.28,810,72,170,40.0,40.0,40.0,335.79,13.43,38.38,5.4
10,10.0,2026-09-18 19:26:10,169.93,1695.25,825,72,170,40.0,40.0,40.0,335.79,13.43,38.38,5.4
11,11.0,2026-09-18 19:26:11,169.96,1865.26,825,72,170,40.0,40.0,40.0,335.79,13.43,38.38,5.4
12,12.0,2026-09-18 19:26:12,169.98,2035.29,825,72,170,40.0,40.0,40.0,335.79,13.43,38.38,5.4
13,13.0,2026-09-18 19:26:13,169.97,2205.3,825,72,170,40.0,40.0,40.0,335.79,13.43,38.38,5.4
14,14.0,2026-09-18 19:26:14,169.98,2375.32,825,72,170,40.0,40.0,40.0,335.79,13.43,38.38,5.4
15,15.0,2026-09-18 19:26:15,169.97,2545.33,825,72,170,40.0,40.0,40.0,335.79,13.43,38.38,5.4
16,16.0,2026-09-18 19:26:16,170.02,2715.4,810,72,170,40.0,40.0,40.0,335.79,13.43,38.38,5.4
