second,elapsed_s,timestamp,power_w,cum_energy_j,gpu_clock_mhz,gpu_temp_c,power_cap_w,target_ai,true_ai,achieved_ai,achieved_bw_gbs,achieved_tflops,perf_deg_pct,energy_saved_pct
1,1.0,2026-09-20 13:14:53,138.46,138.47,945,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
2,2.0,2026-09-20 13:14:54,110.23,248.73,900,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
3,3.0,2026-09-20 13:14:55,110.21,358.97,900,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
4,4.0,2026-09-20 13:14:56,110.16,469.16,900,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
5,5.0,2026-09-20 13:14:57,110.12,579.3,900,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
6,6.0,2026-09-20 13:14:58,110.12,689.45,900,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
7,7.0,2026-09-20 13:14:59,110.12,799.6,915,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
8,8.0,2026-09-20 13:15:00,110.16,909.78,900,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
9,9.0,2026-09-20 13:15:01,110.13,1019.93,915,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
10,10.0,2026-09-20 13:15:02,110.14,1130.1,915,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
11,11.0,2026-09-20 13:15:03,110.12,1240.26,915,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
12,12.0,2026-09-20 13:15:04,110.06,1350.36,915,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
13,13.0,2026-09-20 13:15:05,110.17,1460.57,915,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
14,14.0,2026-09-20 13:15:06,110.19,1570.8,915,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
15,15.0,2026-09-20 13:15:07,110.19,1681.02,930,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
16,16.0,2026-09-20 13:15:08,110.12,1791.17,930,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
17,17.0,2026-09-20 13:15:09,110.08,1901.28,915,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
18,18.0,2026-09-20 13:15:10,110.08,2011.4,915,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
19,19.01,2026-09-20 13:15:11,109.98,2121.41,915,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
20,20.01,2026-09-20 13:15:12,109.96,2231.41,900,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
21,21.01,2026-09-20 13:15:13,109.96,2341.39,885,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
22,22.01,2026-09-20 13:15:14,109.94,2451.37,885,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
23,23.01,2026-09-20 13:15:15,109.92,2561.33,885,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
24,24.01,2026-09-20 13:15:16,109.93,2671.29,885,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
25,25.01,2026-09-20 13:15:17,109.96,2781.27,885,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
26,26.01,2026-09-20 13:15:18,109.96,2891.26,885,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
27,27.01,2026-09-20 13:15:19,109.96,3001.26,885,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
28,28.01,2026-09-20 13:15:20,109.99,3111.27,885,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
29,29.01,2026-09-20 13:15:21,110.0,3221.29,900,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
30,30.01,2026-09-20 13:15:22,110.01,3331.33,900,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
31,31.01,2026-09-20 13:15:23,110.03,3441.4,900,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
32,32.01,2026-09-20 13:15:24,110.05,3551.49,900,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
33,33.01,2026-09-20 13:15:25,110.1,3661.62,900,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
34,34.01,2026-09-20 13:15:26,110.05,3771.7,915,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
35,35.01,2026-09-20 13:15:27,110.09,3881.82,915,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
36,36.01,2026-09-20 13:15:28,110.08,3991.94,915,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
37,37.01,2026-09-20 13:15:29,110.04,4102.0,915,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
38,38.01,2026-09-20 13:15:30,110.07,4212.09,915,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
39,39.01,2026-09-20 13:15:31,110.07,4322.2,915,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
40,40.01,2026-09-20 13:15:32,110.07,4432.29,915,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
41,41.01,2026-09-20 13:15:33,110.03,4542.35,915,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
42,42.01,2026-09-20 13:15:34,110.0,4652.39,900,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
43,43.01,2026-09-20 13:15:35,109.93,4762.35,900,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
44,44.01,2026-09-20 13:15:36,109.99,4872.37,900,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
45,45.01,2026-09-20 13:15:37,109.94,4982.33,900,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
46,46.01,2026-09-20 13:15:38,109.97,5092.32,900,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
47,47.01,2026-09-20 13:15:39,109.95,5202.29,885,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
48,48.01,2026-09-20 13:15:40,109.95,5312.27,885,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
49,49.01,2026-09-20 13:15:41,109.91,5422.21,885,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
50,50.01,2026-09-20 13:15:42,109.91,5532.16,885,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
51,51.01,2026-09-20 13:15:43,109.98,5642.16,885,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
52,52.01,2026-09-20 13:15:44,109.98,5752.2,885,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
53,53.01,2026-09-20 13:15:45,110.0,5862.24,885,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
54,54.02,2026-09-20 13:15:46,109.99,5972.27,885,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
55,55.02,2026-09-20 13:15:47,109.96,6082.25,900,67,110,60.0,60.0,60.0,265.33,15.92,134.57,-4.31
