second,elapsed_s,timestamp,power_w,cum_energy_j,gpu_clock_mhz,gpu_temp_c,power_cap_w,target_ai,true_ai,achieved_ai,achieved_bw_gbs,achieved_tflops,perf_deg_pct,energy_saved_pct
1,1.0,2026-09-19 19:57:10,111.22,111.24,810,66,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
2,2.0,2026-09-19 19:57:11,100.26,211.53,810,66,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
3,3.0,2026-09-19 19:57:12,100.24,311.78,810,66,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
4,4.0,2026-09-19 19:57:13,99.94,411.74,810,66,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
5,5.0,2026-09-19 19:57:14,100.02,511.78,795,66,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
6,6.0,2026-09-19 19:57:15,100.11,611.92,795,66,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
7,7.0,2026-09-19 19:57:16,100.09,712.03,795,66,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
8,8.0,2026-09-19 19:57:17,100.11,812.17,795,66,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
9,9.0,2026-09-19 19:57:18,100.09,912.28,795,66,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
10,10.0,2026-09-19 19:57:19,100.04,1012.35,795,66,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
11,11.0,2026-09-19 19:57:20,100.03,1112.4,795,66,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
12,12.0,2026-09-19 19:57:21,100.03,1212.46,795,66,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
13,13.0,2026-09-19 19:57:22,100.07,1312.54,795,66,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
14,14.0,2026-09-19 19:57:23,100.07,1412.64,795,66,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
15,15.0,2026-09-19 19:57:24,100.04,1512.69,795,66,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
16,16.0,2026-09-19 19:57:25,100.03,1612.74,795,66,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
17,17.0,2026-09-19 19:57:26,100.0,1712.76,795,66,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
18,18.0,2026-09-19 19:57:27,100.01,1812.8,780,66,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
19,19.0,2026-09-19 19:57:28,99.98,1912.81,795,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
20,20.0,2026-09-19 19:57:29,100.0,2012.83,795,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
21,21.0,2026-09-19 19:57:30,100.01,2112.86,795,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
22,22.0,2026-09-19 19:57:31,100.02,2212.89,795,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
23,23.01,2026-09-19 19:57:32,100.03,2312.95,795,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
24,24.01,2026-09-19 19:57:33,99.99,2412.96,780,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
25,25.01,2026-09-19 19:57:34,100.01,2512.99,780,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
26,26.01,2026-09-19 19:57:35,99.95,2612.96,780,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
27,27.01,2026-09-19 19:57:36,100.0,2712.98,780,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
28,28.01,2026-09-19 19:57:37,99.91,2812.91,765,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
29,29.01,2026-09-19 19:57:38,99.96,2912.89,765,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
30,30.01,2026-09-19 19:57:39,99.91,3012.82,750,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
31,31.01,2026-09-19 19:57:40,99.91,3112.75,750,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
32,32.01,2026-09-19 19:57:41,99.92,3212.68,750,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
33,33.01,2026-09-19 19:57:42,99.99,3312.69,765,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
34,34.01,2026-09-19 19:57:43,99.94,3412.65,750,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
35,35.01,2026-09-19 19:57:44,99.95,3512.62,750,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
36,36.01,2026-09-19 19:57:45,99.93,3612.58,750,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
37,37.01,2026-09-19 19:57:46,99.89,3712.5,750,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
38,38.01,2026-09-19 19:57:47,99.91,3812.42,735,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
39,39.01,2026-09-19 19:57:48,99.91,3912.36,750,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
40,40.01,2026-09-19 19:57:49,99.94,4012.32,750,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
41,41.01,2026-09-19 19:57:50,99.95,4112.29,750,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
42,42.01,2026-09-19 19:57:51,99.93,4212.25,750,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
43,43.01,2026-09-19 19:57:52,99.95,4312.22,750,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
44,44.01,2026-09-19 19:57:53,99.95,4412.19,750,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
45,45.01,2026-09-19 19:57:54,99.96,4512.18,750,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
46,46.01,2026-09-19 19:57:55,100.0,4612.2,765,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
47,47.01,2026-09-19 19:57:56,99.99,4712.23,765,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
48,48.01,2026-09-19 19:57:57,100.0,4812.24,765,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
49,49.01,2026-09-19 19:57:58,100.06,4912.32,765,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
50,50.01,2026-09-19 19:57:59,100.02,5012.37,780,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
51,51.01,2026-09-19 19:58:00,100.05,5112.45,780,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
52,52.01,2026-09-19 19:58:01,100.08,5212.54,780,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
53,53.01,2026-09-19 19:58:02,100.02,5312.58,795,65,100,20.0,20.0,20.0,464.27,9.29,171.61,-9.84
